@relation 'calculos-weka.filters.unsupervised.attribute.Remove-R5,7-weka.filters.unsupervised.attribute.Remove-R7-12-weka.filters.unsupervised.attribute.Remove-R7-11'

@attribute ID numeric
@attribute mediopago {CHEQUE,CARD,CASH}
@attribute sexo {F,M}
@attribute propietariovivienda {NO,YES}
@attribute RANGOSUELDO numeric
@attribute RANGOEDAD numeric
@attribute congelados_cerveza {F,T}

@data
94531,CASH,M,YES,2,4,F
47343,CARD,F,YES,2,4,F
44887,CARD,M,YES,2,4,F
93037,CASH,F,NO,2,4,F
94754,CASH,F,NO,2,4,F
27306,CHEQUE,F,NO,1,4,T
62060,CARD,M,YES,1,4,T
95655,CASH,F,NO,1,4,F
64215,CASH,M,NO,1,4,T
29095,CHEQUE,M,NO,1,4,T
38014,CHEQUE,F,NO,1,4,F
105601,CARD,M,YES,1,4,T
40542,CARD,F,NO,1,4,F
101100,CARD,M,YES,1,4,T
94108,CASH,M,NO,1,4,F
32083,CHEQUE,M,NO,1,4,F
104011,CARD,F,NO,1,4,F
41132,CHEQUE,F,NO,1,4,F
40282,CASH,F,YES,2,4,F
57068,CHEQUE,M,NO,2,4,F
70428,CARD,F,NO,2,4,F
82753,CHEQUE,F,YES,2,4,F
50180,CASH,M,YES,2,4,F
11230,CASH,M,NO,2,4,F
73259,CARD,F,NO,2,4,F
98626,CHEQUE,F,YES,2,4,F
35707,CASH,M,NO,2,4,F
71140,CARD,M,YES,2,4,F
71462,CARD,F,YES,2,4,F
17470,CASH,F,NO,2,4,T
99025,CARD,M,YES,2,4,F
56677,CASH,F,NO,2,4,F
95443,CARD,M,YES,2,4,F
87250,CARD,F,YES,1,4,F
66988,CARD,M,YES,1,4,T
79632,CARD,M,NO,1,4,T
71832,CARD,F,NO,1,4,F
86217,CARD,M,YES,1,4,T
49225,CARD,F,YES,1,4,F
62455,CARD,F,YES,1,4,F
57851,CASH,F,YES,1,4,F
65493,CASH,M,YES,1,4,F
29625,CASH,M,YES,2,4,F
96512,CARD,F,NO,2,4,F
39221,CARD,M,NO,2,4,F
23380,CHEQUE,M,NO,2,4,F
28061,CARD,F,YES,2,4,F
95921,CASH,F,YES,2,4,F
105429,CASH,M,NO,2,4,F
67211,CARD,F,NO,2,4,F
83439,CARD,F,YES,2,4,F
47136,CASH,F,NO,2,4,F
33173,CASH,F,YES,2,4,F
107080,CARD,F,NO,2,4,F
104165,CARD,M,NO,2,4,F
84937,CHEQUE,F,NO,2,4,F
18334,CASH,F,NO,2,4,F
70998,CARD,M,YES,2,4,F
80617,CHEQUE,F,YES,2,4,F
20158,CHEQUE,M,YES,2,4,F
47251,CARD,F,YES,2,4,F
95604,CHEQUE,M,NO,1,4,T
83340,CASH,F,YES,1,4,F
43498,CHEQUE,F,YES,1,4,F
107876,CHEQUE,M,NO,1,4,F
10236,CASH,F,YES,1,4,T
61309,CHEQUE,M,YES,1,4,F
67697,CARD,M,NO,1,4,F
106494,CARD,F,YES,1,4,F
106654,CHEQUE,M,YES,1,4,F
75971,CARD,M,YES,1,4,F
58343,CARD,M,YES,2,4,F
99347,CARD,F,YES,2,4,F
19999,CARD,F,NO,2,4,F
94105,CARD,M,YES,2,4,F
27166,CASH,F,YES,2,4,F
44775,CHEQUE,F,NO,2,4,F
108596,CARD,M,NO,2,4,F
66651,CHEQUE,F,YES,2,4,F
20521,CASH,M,NO,2,4,F
103546,CARD,M,NO,2,4,F
43228,CASH,M,NO,2,4,F
54314,CASH,F,YES,2,4,F
71276,CARD,F,NO,1,4,T
14514,CARD,F,YES,1,4,F
19613,CARD,F,YES,1,4,F
47307,CARD,F,NO,1,4,F
30423,CHEQUE,F,YES,1,4,F
79384,CARD,F,NO,1,4,F
63829,CARD,F,NO,1,4,F
91913,CASH,M,NO,1,4,F
20844,CASH,F,YES,1,4,F
17110,CASH,M,YES,1,4,T
80954,CASH,M,NO,1,4,T
23037,CASH,F,YES,1,4,F
17064,CHEQUE,F,YES,1,4,F
69774,CASH,M,YES,1,4,T
74876,CASH,M,YES,1,4,F
50087,CARD,F,NO,1,4,F
26130,CHEQUE,F,NO,1,4,F
106792,CASH,M,NO,1,4,F
15663,CARD,F,YES,1,4,F
21787,CASH,M,NO,1,4,F
68104,CHEQUE,F,NO,2,4,T
91545,CARD,M,YES,2,4,F
58235,CASH,F,NO,2,4,F
60240,CASH,M,YES,2,4,F
40579,CASH,F,YES,2,4,F
40690,CASH,M,NO,2,4,F
28528,CHEQUE,F,YES,2,4,F
62993,CARD,F,YES,2,4,F
104327,CHEQUE,F,NO,2,4,F
105007,CARD,F,NO,2,4,F
24493,CARD,M,YES,2,4,F
71254,CHEQUE,F,YES,2,4,F
102934,CHEQUE,F,NO,2,4,F
50645,CHEQUE,F,YES,3,4,F
10944,CARD,M,NO,1,4,T
76095,CHEQUE,M,YES,1,4,T
15177,CARD,F,NO,1,4,F
61869,CASH,M,NO,1,4,T
64892,CASH,F,YES,1,4,F
70359,CHEQUE,F,YES,1,4,F
71887,CASH,M,NO,1,4,T
46054,CARD,M,NO,1,4,T
32669,CASH,M,YES,1,4,F
17939,CASH,F,NO,1,4,F
47547,CASH,F,YES,1,4,F
70858,CASH,M,YES,1,4,F
103316,CASH,M,YES,1,4,F
58566,CASH,M,NO,1,4,F
50633,CHEQUE,M,YES,1,4,F
54172,CHEQUE,F,YES,1,4,F
102887,CHEQUE,M,NO,2,4,F
68438,CASH,F,YES,2,4,F
67063,CARD,F,YES,2,4,F
39042,CASH,F,NO,2,4,F
79039,CARD,M,NO,2,4,F
85585,CARD,F,YES,2,4,F
37567,CARD,M,NO,2,4,F
24874,CASH,F,YES,2,4,F
39808,CHEQUE,M,NO,2,4,F
29343,CHEQUE,F,NO,2,4,F
28935,CHEQUE,F,NO,2,4,F
43550,CASH,M,NO,1,4,T
64281,CARD,M,NO,1,4,T
51384,CASH,F,NO,1,4,F
51939,CARD,M,YES,1,4,T
60159,CARD,M,NO,1,4,T
18917,CARD,M,NO,1,4,T
55295,CARD,F,NO,1,4,F
84180,CHEQUE,M,YES,1,4,T
33891,CARD,F,YES,1,4,F
96289,CARD,M,NO,1,4,T
94864,CHEQUE,F,NO,1,4,F
102215,CASH,M,YES,1,4,T
83102,CASH,M,YES,1,4,T
17830,CARD,F,NO,1,4,F
23845,CARD,F,YES,1,4,F
27682,CHEQUE,F,YES,1,4,F
90360,CASH,F,NO,1,4,T
83003,CHEQUE,F,YES,1,4,F
31033,CARD,M,NO,1,4,F
83883,CARD,F,YES,1,4,F
92675,CHEQUE,F,NO,1,4,F
72849,CARD,M,NO,1,4,F
70664,CASH,M,NO,2,4,F
52451,CHEQUE,M,NO,2,4,F
40459,CARD,F,NO,2,4,F
78626,CASH,M,NO,2,4,F
42459,CARD,F,YES,2,4,F
85475,CARD,M,YES,2,4,F
101544,CARD,M,NO,2,4,F
10902,CARD,M,NO,2,4,F
26396,CARD,M,YES,2,4,F
80198,CARD,F,NO,2,4,F
89484,CARD,M,NO,2,4,F
53953,CARD,F,NO,1,4,F
63779,CHEQUE,F,NO,1,4,F
81836,CHEQUE,M,NO,1,4,F
63452,CASH,M,NO,1,4,T
14743,CASH,M,YES,1,4,T
72200,CASH,F,NO,1,4,F
56258,CARD,F,NO,1,4,F
66711,CASH,F,NO,1,4,F
23682,CHEQUE,M,YES,1,4,T
84605,CHEQUE,F,YES,1,4,F
36364,CARD,F,YES,1,4,F
33172,CARD,M,YES,1,4,F
45019,CARD,M,NO,1,4,F
60755,CASH,F,YES,2,4,F
13325,CARD,F,NO,2,4,F
85472,CARD,F,YES,2,4,F
84092,CARD,F,NO,2,4,F
38600,CARD,M,NO,2,4,F
41996,CARD,F,YES,2,4,F
65418,CASH,F,YES,2,4,F
27496,CARD,F,NO,2,4,T
56452,CHEQUE,M,NO,2,4,F
65225,CHEQUE,F,YES,2,4,F
25774,CASH,F,YES,2,4,F
102467,CARD,F,YES,2,4,F
57952,CHEQUE,F,NO,2,4,F
97967,CASH,F,NO,2,4,F
28313,CASH,F,NO,2,4,F
34750,CARD,F,NO,2,4,F
78639,CASH,M,NO,2,4,F
11818,CARD,F,YES,2,4,F
57207,CHEQUE,M,YES,2,4,F
48893,CHEQUE,F,YES,1,4,F
64668,CASH,M,NO,1,4,T
81745,CARD,F,YES,1,4,F
97287,CHEQUE,M,NO,1,4,T
96982,CARD,M,YES,1,4,T
61618,CHEQUE,F,YES,1,4,F
18920,CASH,M,NO,1,4,F
45992,CASH,F,YES,1,4,F
99387,CASH,F,NO,1,4,F
94467,CASH,M,YES,1,4,T
26291,CARD,F,YES,1,4,F
103325,CARD,F,NO,1,4,F
108601,CASH,M,NO,1,4,F
17590,CARD,M,YES,1,4,F
61329,CARD,F,YES,1,4,F
47421,CASH,M,YES,1,4,F
39817,CASH,F,YES,1,4,F
37305,CARD,M,NO,1,4,F
86350,CARD,F,NO,1,4,F
36857,CASH,M,YES,1,4,F
15109,CARD,M,YES,1,4,F
57101,CARD,M,YES,1,4,F
34605,CARD,F,YES,2,4,F
75118,CHEQUE,F,YES,2,4,F
43962,CHEQUE,M,NO,2,4,F
12800,CARD,F,YES,2,4,F
23501,CASH,M,YES,2,4,F
109048,CARD,M,NO,2,4,F
42653,CARD,M,YES,2,4,F
71604,CARD,M,YES,2,4,F
107728,CHEQUE,F,NO,2,4,T
64861,CASH,M,YES,2,4,T
39581,CASH,F,YES,2,4,F
61270,CARD,M,NO,2,4,F
99046,CASH,M,NO,2,4,F
48247,CHEQUE,F,NO,1,5,F
44825,CARD,F,NO,1,5,F
86681,CHEQUE,F,NO,1,5,F
59580,CASH,M,YES,1,5,T
66618,CASH,F,NO,1,5,F
48783,CARD,M,NO,1,5,T
105095,CASH,F,YES,1,5,F
79890,CHEQUE,F,NO,1,5,F
24210,CARD,F,YES,1,5,F
79535,CARD,F,NO,1,5,F
55552,CARD,M,YES,1,5,F
30989,CARD,F,NO,1,5,F
106585,CASH,M,NO,2,5,F
58154,CHEQUE,M,NO,2,5,F
15068,CHEQUE,M,YES,2,5,F
44594,CASH,F,YES,2,5,F
45375,CARD,M,NO,2,5,F
13518,CARD,F,YES,2,5,F
40505,CARD,F,NO,2,5,F
58914,CARD,F,YES,2,5,F
34593,CARD,M,YES,2,5,F
75792,CASH,M,NO,2,5,F
109061,CASH,F,NO,2,5,F
44562,CHEQUE,F,YES,2,5,F
84902,CARD,M,YES,2,5,F
28233,CASH,F,YES,2,5,F
